0	Hanger with Inner Trouser Bar	A broad triangular clothes hanger has rounded lower corners and a curved hook above its short neck. A separate horizontal trouser bar runs inside the lower portion.	hanger,clothes,hook,bar,wardrobe,garment,storage
1	Hanger with Hanging Garment	A triangular hanger carries a plain rectangular garment below its straight lower edge. A curved hook rises at the center, while the garment ends in softly rounded lower corners.	hanger,garment,clothes,hook,wardrobe,laundry,storage
2	Paired Downward Curves	Two broad downward curves join at a pointed central rise. Their outer ends extend vertically upward, leaving the form open above with no additional marks or surrounding outline.	curves,pair,open,outline,ambiguous,rounded,shape
3	Squirrel with Upright Bushy Tail	A squirrel sits facing right with a rounded ear, projecting muzzle and short raised forepaw. Its large bushy tail stands behind the rounded body and bent hind leg.	squirrel,rodent,tail,seated,animal,wildlife,mammal
4	Jagged Ground Fissure	Two uneven jagged edges descend from separated horizontal ground surfaces. The narrow gap between them bends repeatedly as it runs downward, forming a deep open fissure.	fissure,crack,ground,chasm,earth,jagged,geology
5	Diagonal Segmented Chocolate Bar	A rectangular chocolate bar tilts from lower left to upper right. A grid divides its upper portion into small blocks, above a broad unsegmented band at the lower end.	chocolate,bar,blocks,food,sweet,candy,segments
6	Wardrobe with Round Door Knobs	A tall wardrobe has two equal doors within a rounded rectangular body. Two circular knobs sit beside the central seam, and short legs extend beneath the outer corners.	wardrobe,cabinet,doors,knobs,furniture,storage,legs
7	Wide Downward Chevron	Two straight diagonal lines meet at a low central point to form a broad downward chevron. Its upper ends are separated, with no shaft or enclosing border.	chevron,down,direction,angle,lines,symbol,navigation
8	Offset Circuit Paths with Nodes	Two separate bent circuit paths stand side by side. A circular node caps the left path, while the right path links an upper-right node to another circle below.	circuit,nodes,paths,electronics,connections,diagram,technology
9	Striped Party Hat with Star	A triangular party hat has two diagonal stripe divisions across its body. A five-pointed star sits at the tip, joining the narrow crown above the broad flat base.	party,hat,star,stripes,celebration,costume,cone
10	Rising Connected Point Chart	A chart has upright and horizontal axes with three circular data points connected by straight segments. The line rises, dips at the middle point, then climbs toward the upper right.	chart,data,points,graph,line,trend,axes
11	Bare Three Arm Chandelier	A chandelier hangs on a long straight central stem. Two curved side arms rise to short upright holders with horizontal collars, with another collar across the center.	chandelier,arms,lighting,ceiling,holders,fixture,curved
12	Open Front Hooded Cloak	A hooded cloak has a large rounded hood surrounding a pointed inner opening. Two broad hanging panels part at the front, revealing a triangular inner section below the neck.	cloak,hood,garment,cape,clothing,panels,outerwear
13	Close Side View Face	A face appears in close profile facing left, with a projecting nose, small lips and rounded chin. A separate curved ear sits beside the sweeping cheek and short neck.	face,profile,nose,ear,chin,human,portrait
14	Plain Left Facing Head	A human head faces left with a rounded skull and long curved back of the neck. The facial edge forms a small nose, lips and chin without internal features.	head,profile,person,face,neck,human,portrait
15	Heavy C Clamp with Top Handle	A thick C-shaped clamp opens to the right beneath a broad horizontal top handle. A vertical screw passes through its lower jaw, ending in short pressure and turning bars.	clamp,c-clamp,screw,tool,handle,workshop,metal
16	Diagonal Cleaver with Hanging Hole	A meat cleaver lies diagonally with a broad rectangular blade and rounded corners. A small circular hanging hole marks the blade near its upper end above a short handle.	cleaver,knife,blade,kitchen,hole,handle,cutlery
17	Whole Lemon with Single Leaf	A lemon tilts diagonally with a broad oval body and small projecting tip at lower left. One pointed leaf grows from the opposite end without an internal vein.	lemon,citrus,fruit,leaf,food,produce,oval
18	Symmetric Claw Gripper	A claw gripper hangs below a shallow rounded mount. Two large curved outer jaws taper inward around a central opening, with smaller pointed contours facing each other inside.	claw,gripper,jaws,mechanical,tool,grab,machine
19	Twin Tower Crenellated Castle	A castle has two tall towers capped by triangular roofs around a lower crenellated wall. Narrow tower windows flank a large central arched gateway at the base.	castle,towers,gate,medieval,fortress,building,crenellations
20	Looped Treble Clef	A treble clef has a tall upright stem looping at the top and curling at the bottom. A broad central spiral crosses the stem and ends inward.	treble,clef,music,symbol,notation,spiral,staff
21	Cloud with Sun at Upper Right	A broad rounded cloud partly covers a circular sun at its upper right. Short straight rays extend around the exposed portion of the sun above the cloud's flat base.	cloud,sun,weather,partly-cloudy,sky,rays,day
22	Five Key Piano Section	A compact keyboard section has three long lower keys separated by vertical seams. Two shorter rounded keys descend from the top edge within a broad rounded rectangular boundary.	piano,keyboard,keys,music,instrument,rectangle,notes
23	Cross Marked Priestly Vestment	A short wide vestment has a rounded neck and loose sleeves. A long vertical line and short horizontal stroke form a cross down the center of the plain front.	vestment,priest,cross,clothing,religion,garment,chasuble
24	Three Bars with Rising Trend Arrow	Three empty bars increase in height from left to right along a shared baseline. A smooth rising arrow curves above their tops toward the upper-right corner.	chart,bars,trend,growth,arrow,data,graph
25	Fanned Scallop Shell	A scallop shell spreads into five rounded lobes above a narrow pointed hinge. Long internal ribs radiate upward, with two small flat-sided hinge extensions visible beneath the fan.	shell,scallop,sea,ribs,fan,mollusk,nature
26	Four Point Scatter Chart	Four separate circular data points sit within simple horizontal and vertical axes. Their positions alternate in height while generally rising toward the upper-right area of the chart.	scatter,chart,points,data,graph,axes,statistics
27	Eight Tooth Gear Wheel	A gear wheel has eight broad rectangular teeth spaced evenly around a circular body. A large circular opening sits at its center, surrounded by an otherwise plain ring.	gear,cog,wheel,teeth,mechanical,settings,machine
28	Curved Shoreline and Water	A rising curved shoreline meets a straight horizon near the center. Two loose wave lines flow below, while a separate curved slope descends toward the water on the right.	shore,coast,water,waves,landscape,sea,shoreline
29	Square Hem Short Sleeve Tee	A short sleeve T-shirt faces forward with a rounded neck opening. Angular sleeves spread diagonally from the shoulders above straight torso sides and a flat squared lower hem.	t-shirt,tee,shirt,clothing,sleeves,neckline,garment
30	Broad Three Lobe Cloud	A plain cloud has one large central dome between smaller rounded side lobes. Its outer curve closes along a long flat lower edge with no internal markings.	cloud,weather,sky,rounded,outline,atmosphere,nature
31	Left Facing Hen with Split Crest	A hen faces left with a pointed beak and two-lobed crest. Its rounded body rises into a high tail at the right above two thin bent feet.	hen,chicken,bird,poultry,farm,crest,animal
32	Diagonal Broom with Curving Bristles	A slender broom handle slopes from upper left into a broad rounded head. Several long parallel bristle lines sweep diagonally downward, spreading toward the lower-right edge.	broom,cleaning,bristles,handle,brush,household,sweep
33	Rounded Hem Short Sleeve Shirt	A short sleeve shirt has a wide rounded neckline and sloping shoulders. Its sleeves extend outward at an angle, while straight sides descend to softly rounded lower corners.	shirt,t-shirt,clothing,sleeves,neckline,garment,top
34	Cloud with Stepped Left Lobes	A cloud has a tall rounded crown near the right and two smaller rising lobes at the left. The right side curves smoothly down to a flat base.	cloud,weather,sky,lobes,outline,rounded,nature
35	Single Diagonal Chopstick	A long narrow chopstick runs diagonally from lower left to upper right. Parallel straight sides end in flat squared tips, with no taper, texture or internal markings.	chopstick,utensil,stick,diagonal,food,tableware,straight
36	Clove Bud with Pointed Sepals	A dried clove lies diagonally with a narrow rounded stem. Three pointed sepals spread beneath a large round bud at its upper-right end, overlapping the bud's lower edge.	clove,spice,bud,stem,sepals,food,botanical
37	Curved Stalk with Broad Head	A long curved stalk widens into a broad rounded head with a slightly pointed top. The continuous outline encloses a plain interior, with no seams or separate bud details.	stalk,head,curved,bud,spoon,ambiguous,outline
38	Whole Chestnut with Basal Patch	A chestnut has a pointed crown and broad rounded body. A curved line separates the oval basal patch, which carries one short shallow curve near its lower edge.	chestnut,nut,seed,food,shell,patch,autumn
39	Cherry Topped Cheesecake Slice	A wedge of cheesecake appears in perspective with a triangular top and broad side. A circular cherry sits on top, and a narrow crust band crosses the bottom.	cheesecake,slice,cherry,dessert,cake,crust,food
40	Eight Segment Citrus Slice	A round citrus slice has a broad outer rind surrounding an inner circle. Eight wedge-shaped segments radiate from the center, divided by straight spokes that meet at one point.	citrus,slice,fruit,segments,rind,food,orange
41	Seated Chinchilla with Curved Tail	A small chinchilla sits facing left with a rounded ear and blunt muzzle. Its bent hind leg fills the rounded body beside a long tail curving upward on the right.	chinchilla,rodent,tail,seated,animal,pet,mammal
42	Studded Soccer Cleat	A soccer cleat faces left with a low rounded toe and raised heel. Two short lace marks cross the upper, while small vertical studs project below the straight sole.	cleat,soccer,shoe,studs,footwear,sport,boot
43	Three Faceted Coal Chunks	Three irregular coal chunks form a compact pile with one above the other two. Angular face divisions cross each piece, creating broad polygonal surfaces and uneven outer edges.	coal,chunks,rocks,pile,facets,fuel,mineral
44	Overhanging Cliff Profile	A steep cliff has a broad rounded overhang at the top and an uneven sloping face below. Long separated vertical contours descend from the ledges toward the lower edge.	cliff,rock,overhang,landscape,geology,steep,ledge
45	Sun and Cloud with Rain	A rounded cloud partly covers a sun at upper right, leaving several rays visible. Three short diagonal rain strokes fall below the cloud's long flat lower edge.	sun,cloud,rain,weather,showers,rays,sky
46	Stepped Cliffs beneath Sun	Three stepped cliff faces recede from left to right above a flat ground line. A small circular sun with short rays hangs in the open upper-right sky.	cliffs,sun,landscape,rock,ledges,geology,outdoors
47	Lobed Chard Leaf	A chard leaf has a tall rounded tip, broad side lobes and a pointed lower end. A straight central vein joins two diagonal branches and extends below the leaf.	chard,leaf,vegetable,veins,plant,greens,botanical
48	Three Toed Bird Track	Three long rounded toes spread upward from a single broad lower junction. The central toe rises straight, while the side toes angle outward to form a bird footprint.	bird,footprint,track,toes,animal,mark,nature
49	Paired Cherries on Joined Stems	Two round cherries overlap slightly beneath long curved stems that meet above them. A single pointed leaf extends to the upper right from the shared stem junction.	cherries,fruit,stems,leaf,pair,food,produce
50	Two Outward Tilting Bells	Two domed bells lean away from each other with their inner edges overlapping. Their flared lower rims slope outward, with rounded clappers projecting below each bell.	bells,christmas,pair,clappers,holiday,ringing,decoration
51	Touching Champagne Flutes	Two tall champagne flutes tilt inward until their rims nearly touch. Each has a liquid line across its narrow bowl above a slender stem and short flat foot.	champagne,glasses,flutes,toast,drink,celebration,stemware
52	Overlapping Pair of Person Busts	Two person busts stand beside each other, with the left figure larger and slightly forward. Separate circular heads sit above plain rounded shoulders and flat lower edges.	people,pair,group,busts,heads,profiles,users
53	Holey Cheese Wedge	A wedge of cheese has a sloping triangular top and broad rectangular side. Three circular holes and one partial hole mark the side above its angled lower edge.	cheese,wedge,holes,dairy,food,slice,ingredient
54	Plain Diagonal Clarinet	A slender clarinet angles upward to the right from a flared bell. Short seam lines divide its long body from the bell and rounded mouthpiece, without visible keys.	clarinet,woodwind,music,instrument,bell,mouthpiece,diagonal
55	Notched Artist Palette with Paint Wells	A rounded artist palette has a deep curved notch near its lower-left edge. Four circular paint wells of varied sizes are spaced around the plain upper and right areas.	palette,artist,paint,wells,art,painting,notch
56	Round Cookie with Two Bite Scallops	A round cookie has a large two-scalloped bite missing from its upper-right edge. Three small circular chocolate chips remain scattered across its otherwise plain face.	cookie,bite,chocolate,chips,food,biscuit,sweet
57	Bowl of Curled Coleslaw	A broad bowl has a straight rim, curved sides and short flat base. Many loose curved cabbage strips form a mound above it, varying in length and direction.	coleslaw,bowl,salad,cabbage,food,strips,meal
58	Three Node Branch Junction	A circular node at the left connects to a central fork. Two diagonal branches extend from that junction to round nodes at upper right and lower right.	nodes,branch,junction,network,connections,diagram,three
59	Trowel beside Unfinished Brick Wall	An unfinished brick wall rises at the left and continues across the bottom. A triangular trowel floats beside the open section, attached to a short bent neck and rounded handle.	bricks,wall,trowel,masonry,construction,tool,building
60	Long Fountain Pen with Split Nib	A fountain pen lies diagonally with a long tapered handle widening near the nib. Its pointed angular nib has a short central split extending inward from the tip.	pen,fountain,nib,writing,ink,stationery,tool
61	Typewriter with Blank Upright Paper	A typewriter has a broad sloping base beneath a rounded carriage. A blank upright sheet rises behind the carriage, with short roller knobs projecting from both sides.	typewriter,paper,carriage,writing,machine,office,vintage
62	Cloud with Descending Data Lines	A rounded cloud opens along its lower edge above several descending data lines. Some lines bend sideways near their ends, while others remain straight and extend farther down.	cloud,data,lines,network,computing,storage,technology
63	Opened Cocoa Pod with Three Seeds	An elongated cocoa pod has pointed ends and a small top stem. A narrow inner opening encloses three oval seeds stacked vertically within a broad surrounding husk.	cocoa,cacao,pod,seeds,fruit,husk,food
64	Collard Leaf with Alternating Veins	A collard leaf has a gently lobed outline narrowing at its tip and base. A straight central vein continues into the stem, with two diagonal branches on opposite sides.	collard,leaf,greens,vegetable,veins,plant,botanical
65	Bunting Stage with Microphone	A wide overhead stage beam supports three triangular pennants between two tall side posts. A circular microphone on a slender tripod stand occupies the open center below.	stage,microphone,bunting,stand,performance,frame,music
66	Two Cavity Concrete Block	A broad rounded rectangular concrete block faces forward with two square cavities side by side. A thick plain border surrounds the openings, with a narrow solid divider between them.	concrete,block,cinder,cavities,construction,masonry,building
67	Hard Hat Worker with Round Collar	A construction worker faces forward beneath a domed hard hat with two short ridge lines. The plain head sits above a rounded collar and broad unmarked shoulders.	worker,hardhat,construction,helmet,person,bust,safety
68	Corn Cob in Open Husk	A tall corn cob has a rounded tip and a grid of visible kernels. Two pointed husk leaves peel outward from its base, exposing the center of the cob.	corn,cob,kernels,husk,maize,food,vegetable
69	Right Arrow between Data Rows	A long right-pointing arrow runs between upper and lower rows of short vertical marks. Rounded U-shaped contours interrupt both rows near their right ends around the arrow's path.	arrow,right,data,flow,rows,diagram,connection
70	Diagonal Pair of Meshing Gears	Two matching gear wheels sit diagonally with their teeth meeting near the center. Each has broad evenly spaced teeth and a circular opening within a plain inner disc.	gears,cogs,meshing,machine,teeth,mechanical,pair
71	Pointed Shirt Collar with Button	Two angular collar points spread from a central junction, forming a symmetric open neckline. A small round button sits below on a short separate vertical placket line.	collar,shirt,button,clothing,formal,neckline,placket
72	Four Separate Rounded Squares	Four matching rounded squares form an evenly spaced two-by-two arrangement. Each shape has a plain empty interior, and broad horizontal and vertical gaps separate the four cells.	squares,grid,four,cells,layout,rounded,geometric
73	Apple with Upright Leaf	A rounded apple has shallow notches at its top and bottom. A short stem rises from the upper notch beside one large pointed leaf leaning toward the right.	apple,fruit,leaf,stem,food,produce,plant
74	Capped Contoured Soda Bottle	A tall soda bottle has a short capped neck above rounded shoulders. Its sides narrow through the middle and widen toward a gently rounded base, without a label.	bottle,soda,drink,cap,glass,beverage,container
75	Wide Tooth Styling Comb	A vertical comb has a thick rounded spine at the left and broad rounded ends. Several evenly spaced straight teeth project right, leaving deep open gaps between them.	comb,hair,teeth,grooming,styling,tool,personal-care
76	Square Smiling Speech Bubble Pair	Two square speech bubbles overlap diagonally, the smaller one covering the larger bubble's lower-right corner. The larger bubble has short upright eyes and a curved smile above its pointed tail.	chat,bubbles,smile,speech,conversation,message,square
77	Steaming Cup with Side Handle	A plain cup has a flat rim, rounded bottom and a curved handle attached at the right. A single loose wavy steam stroke rises above its open top.	coffee,cup,steam,handle,drink,hot,beverage
78	Collared Long Sleeve Coat	A coat faces forward with a broad pointed collar and long slightly flared sleeves. A straight central opening divides the plain body above a gently rounded lower hem.	coat,collar,sleeves,clothing,outerwear,garment,winter
79	Uncapped Marker with Ink Drop	A marker lies diagonally with its narrow writing tip exposed and its cap angled behind the body. A large pointed ink drop sits separately above the tip at upper left.	marker,ink,drop,cap,writing,pen,stationery
80	Plain Narrow Front Underwear	A plain undergarment has a wide horizontal waistband with rounded corners. Its sides curve sharply inward below the band before descending into a long rounded central front panel.	underwear,briefs,waistband,clothing,garment,front,bottoms
81	Two Branches Joining Round Node	Two upright branches curve inward into long diagonal segments that meet centrally. A short vertical stem descends from the junction to a single circular node below.	branches,merge,node,junction,connection,diagram,network
82	Central Hub with Four Nodes	A central circular hub connects by four diagonal spokes to matching outer nodes. The outer circles occupy the corners of a square arrangement around the plain central junction.	hub,network,nodes,connections,spokes,diagram,central
83	Compact Disc with Reflection Marks	A compact disc has a large circular perimeter around a smaller hub and center hole. Two short diagonal reflection marks sit on opposite sides of the inner ring.	disc,cd,optical,media,round,hole,reflection
84	Conductor with Raised Baton	A conductor faces forward with a round detached head and two arms spread outward. A thin baton extends diagonally upward from the left hand beside the plain torso.	conductor,baton,person,music,orchestra,arms,performance
85	Plain Tapered Conga Drum	A tall conga drum has an oval playing surface and a broad band below its rim. Its body bulges slightly through the middle before tapering toward a rounded base.	conga,drum,percussion,music,instrument,rim,body
86	Person beside Acoustic Guitar	A plain person figure stands beside a tilted acoustic guitar. The guitar has a curved waist, round sound hole, short bridge and long neck topped by small tuning pegs.	person,guitar,musician,acoustic,music,instrument,figure
87	Person Bust with Wide Necktie	A round head floats above a broad shoulder-length bust. A wide necktie descends from a short knot beneath two sloping collar lines across the otherwise plain torso.	person,necktie,professional,portrait,bust,collar,formal
88	Circle with Three Round Openings	A broad circular outline encloses three smaller circles arranged as one above two. All outlines remain separate, and the surrounding space contains no additional marks or distinctive details.	circle,openings,three,round,palette,ambiguous,outline
89	Double Bordered Square Coaster	A rounded square coaster surrounds a smaller matching inset square. A broad even border separates the two empty outlines, with softly curved corners on both boundaries.	coaster,square,border,rounded,tableware,mat,outline
90	Hooked Beak Bird Bust	A bird faces right with a large hooked beak, rounded head and short horizontal eye. A long pointed wing curves across the left side of its broad chest.	bird,eagle,beak,wing,head,raptor,wildlife
91	Standing Horse with Pointed Ear	A horse stands facing right with an upright neck, pointed ear and rounded muzzle. Its long plain body rests on two visible straight legs with an angular rear hock.	horse,animal,standing,ear,muzzle,legs,equine
92	Long Bodied Cockroach	A cockroach has a small rounded head above a long oval body divided by a central seam. Two long antennae rise above it, with three jointed legs on each side.	cockroach,insect,bug,antennae,legs,body,animal
93	Round Smiling Speech Bubble Pair	Two rounded speech bubbles overlap, with the smaller one in front at lower right. The larger bubble carries two upright eyes and a curved smile above its left-pointing tail.	chat,bubbles,smile,speech,conversation,message,round
94	Three Turn Rounded Coil	A spring coil forms three broad horizontal rounded loops stacked vertically. Curved connections join the loops at the right, while wide gaps separate their long parallel sections.	coil,spring,loops,mechanical,rounded,turns,metal
95	Square Focus Grid with Circle	A rounded square frame encloses a large central circle. Four short straight lines connect the circle to the midpoint of each outer edge, dividing the surrounding space into sections.	focus,target,circle,square,grid,frame,composition
96	Standing Coat Rack with Curved Hooks	A tall coat rack has a straight central pole and broad curved foot. Two pairs of upward-curving hooks branch at different heights beneath a small curved top hook.	coat-rack,hooks,stand,furniture,clothes,pole,storage
97	Rounded Body with Wide Top Bar	A rounded rectangular body has a shallow curved mark across its front. A wide straight bar crosses above it, with a smaller raised rounded rectangle projecting from behind.	jar,typewriter,container,bar,rounded,ambiguous,outline
98	Tilted Square Paint Bucket	A square-sided paint bucket tilts diagonally with a long looped handle rising above it. A separate teardrop-shaped paint drop hangs to the lower right of the bucket.	bucket,paint,drop,handle,tilted,painting,tool
99	Tilted Open Paint Pail	An open paint pail tilts toward the lower right with an oval rim and rounded lower corners. A single pointed paint drop sits below and beside its opening.	pail,bucket,paint,drop,open,tilted,painting
100	Two Interlocking Toothed Wheels	Two toothed wheels overlap diagonally from lower left to upper right. Large circular center holes punctuate their plain bodies, and the teeth engage where the outlines meet.	gears,wheels,teeth,interlocking,mechanical,pair,machine
101	Oval Head User Bust	A plain oval head floats above a rounded shoulder-length bust. A shallow curved neckline dips beneath the head, with upright sides and a flat lower edge enclosing the torso.	user,person,avatar,bust,portrait,head,profile
102	Dashboard with Foreground Steering Wheel	A dashboard has a broad curved instrument panel beneath a rounded windshield. Two circular gauges flank the center, while a three-spoke steering wheel overlaps the lower foreground.	dashboard,cockpit,steering,wheel,gauges,vehicle,car
103	Upright Console with Circular Detail	A tall narrow console outline has rounded upper corners and a circular detail near the top. Gaps interrupt its left and lower edges, leaving the plain body partly open.	console,device,vertical,circle,gaming,outline,electronics
104	Typewriter with Folded Corner Paper	A typewriter holds a tall sheet with one folded upper corner behind its carriage. A broad lower housing has a curved central recess, with short roller ends projecting sideways.	typewriter,paper,fold,carriage,writing,machine,vintage
