0	Thinking Person with Hand at Chin	A round headed person raises one hand against the lower edge of the face. The bent arm curves down to the right beside a partially outlined torso with rounded shoulders.	person,thinking,chin,hand,pose,portrait,pondering
1	Plain Dreidel with Central Stroke	A dreidel has a square body, a short rounded handle above, and a tapered triangular point below. One upright stroke marks the otherwise blank front face above the lower dividing seam.	dreidel,top,spinning,toy,handle,hanukkah,game
2	Upright Dock with Broad Rounded Base	A docking stand has a broad low base with rounded ends and a tall central upright. The upright rises with parallel sides to a rounded top, leaving equal shoulders on either side.	dock,stand,base,upright,device,support,holder
3	Single Upright Indicator Line	A single straight vertical line stands alone against an empty background. Its uninterrupted stem extends from the top to the bottom without any crossbars, attached shapes, or directional head.	line,vertical,indicator,bar,mark,stem,symbol
4	Cane User Beside Seated Guide Dog	A walking person holds a long cane angled toward the lower right while a dog sits beside the trailing leg. The figure has a round head and one forward stepping leg.	person,cane,guide,dog,walking,assistance,mobility
5	Cream Dollop with Tall Curled Peak	A dollop of cream rises from a broad rounded base into uneven stacked curves. Its narrow top curls into a sharp peak, with a smaller shoulder projecting on the right.	cream,dollop,whipped,food,swirl,topping,dessert
6	Whistle Sounding Beside Dog Profile	A rounded whistle angles toward the upper right with three short sound rays beyond its mouthpiece. A small dog head profile faces it from the lower right, showing a rounded muzzle.	whistle,dog,sound,training,pet,muzzle,signal
7	Bib Overalls with Rounded Chest Pocket	A pair of overalls has two upright shoulder straps above a broad bib and curved arm openings. A small rounded chest pocket sits centrally above two short legs separated by a narrow gap.	overalls,bib,pocket,straps,clothing,workwear,trousers
8	Flying Bird Carrying Taped Parcel	A bird flies toward the right with one raised pointed wing and a broad tail extending left. A tilted rectangular parcel hangs beneath its body, marked with a short folded tape strip.	bird,parcel,delivery,box,wing,flight,package
9	Chicken Drumstick with Bitten Upper Edge	A chicken drumstick slopes from a small rounded bone end at the lower left toward a broad meaty upper end. Several concave bite marks interrupt the edge at the upper right.	drumstick,chicken,bite,bone,food,meat,poultry
10	Classical Building with Three Columns	A classical building faces forward beneath a triangular pediment and broad horizontal entablature. Three tall narrow columns support the roof above a raised rectangular base, leaving open spaces between them.	building,columns,classical,pediment,architecture,temple,facade
11	Rounded Rain Cloud with Slanted Streaks	A cloud has three rounded upper lobes and a flat lower edge. Three separate slanted rain streaks descend beneath it, with the middle streak extending farther down than the outer two.	cloud,rain,weather,drizzle,streaks,sky,precipitation
12	Hexagonal Network Above Download Arrow	Three rounded hexagons form a triangular network around an open center. A downward arrow occupies the lower middle above a shallow V shaped boundary, with short connection lines extending beside the upper node.	network,hexagons,download,arrow,nodes,connection,diagram
13	Wavy Earthworm with Rounded Ends	A thick earthworm bends through two opposing curves across the view. Its left end turns downward into a rounded tip, while the right end rises and bends outward into a broader rounded head.	earthworm,worm,animal,curve,soil,body,invertebrate
14	Deer Head with Branching Antlers	A deer head faces right with a long rounded muzzle and one pointed ear extending left. Tall branching antlers rise above the forehead, while two neck edges descend below the head.	deer,antlers,head,animal,wildlife,muzzle,elk
15	Round Lens on Short Pedestal	A large circular lens housing sits on a short upright pedestal with rounded lower corners. A smaller centered circle forms the opening within the otherwise blank round front surface.	lens,camera,round,pedestal,device,opening,stand
16	Paired Table Columns with Copy Arrows	Two tall rectangular columns stand side by side, each divided into three equal cells. Two small right pointing arrows occupy the gap between them, aligned with the upper and lower cell boundaries.	columns,table,copy,arrows,cells,diagram,duplicate
17	Ear with Two Outward Sound Waves	An ear outline curves around a folded inner contour and narrows into a rounded lower lobe. Two separate curved sound waves sit to its right, increasing in height toward the outside.	ear,hearing,sound,waves,lobe,listening,auditory
18	Person Sheltering Beneath Shaking Table	A person crouches low beneath a broad table, with bent limbs tucked inside the space between its legs. Two short jagged vibration lines hover above the tabletop on opposite sides.	earthquake,shelter,person,table,crouching,safety,shaking
19	Paintbrush Across Decorated Easter Egg	A large egg carries a wavy decoration line across its upper half. A paintbrush lies diagonally over the right side, with its broad curved bristles resting near the egg's lower center.	egg,easter,paintbrush,decoration,painting,brush,craft
