0	Arrow Mouse Cursor with Long Tail	A broad pointer aims toward the upper left, with an elongated triangular head and a stepped inward notch. A short rectangular tail projects diagonally down and right from the head.	arrow,cursor,pointer,mouse,selection,interface,diagonal
1	Single Eyed Rounded Creature Head	A rounded upright creature head has a domed top, straight sides, and small semicircular ears. One large almond shaped eye with a round pupil sits centrally across the otherwise blank face.	cyclops,creature,eye,head,ears,monster,face
2	Straight Leg Jeans with Curved Pockets	A pair of jeans faces forward beneath a wide horizontal waistband. Curved pocket openings sit at either hip, with a central fly above two straight legs separated by a tapered gap.	jeans,denim,trousers,pants,pockets,clothing,waistband
3	Curved Palm Tree Between Sand Dunes	A slender palm trunk curves upward from a low sand dune to a crown of spreading arched fronds. Another rolling dune passes behind the trunk across the middle of the scene.	palm,tree,dune,sand,desert,fronds,landscape
4	Pointed Paper Plane Silhouette	A paper plane points diagonally toward the upper right with a long sloping leading edge and rounded nose. An inward notch along the lower edge separates its two unequal rear corners.	plane,paper,send,flight,folded,message,aircraft
5	Rounded Deodorant Stick with Blank Label	An upright deodorant stick has a domed cap separated from the body by a horizontal seam. A small rounded rectangular label sits centrally on the otherwise blank lower container.	deodorant,stick,cap,label,toiletry,care,container
6	Low Lounger with Angled Backrest	A long reclining lounger has an angled raised backrest at its left end and a flat seat extending right. Two short slanted legs support its slim horizontal base beneath the cushion.	lounger,recliner,seat,furniture,backrest,relaxation,cushion
7	Arrow Right Beside Dashed Vertical Guide	A horizontal arrow points right with two long diagonal arms forming an open head. A separate dashed vertical guide stands to its left, leaving a clear gap before the shaft begins.	arrow,right,dashed,guide,vertical,direction,pointer
8	Arrow Dashed Right Angle Descent	A dashed shaft runs horizontally from the left and turns down through a small rounded corner. Separate vertical segments lead toward an open downward arrowhead at the lower right.	arrow,dashed,down,right,corner,path,direction
9	Arrow Right Return with Broken Lower Shaft	A long line curves around the left in a broad U turn and returns toward the right below itself. A gap interrupts the lower shaft before its open right pointing head.	arrow,return,right,turn,broken,curve,path
10	Arrow Right Return with Tall Rounded Bend	A continuous shaft begins near the upper right, curves broadly down around the left, and returns right along the bottom. Two diagonal arms form a large open head at the lower endpoint.	arrow,return,right,curve,turn,path,direction
11	Arrow Rising Through Square Right Turn	A vertical shaft rises from the lower left and turns sharply right at a square elbow. Its horizontal upper section ends in a large open arrowhead with long diagonal arms.	arrow,right,elbow,up,corner,path,direction
12	Arrow Right Return with Wide Upper Run	A horizontal upper shaft enters a broad rounded bend on the left and returns along a lower horizontal run. The lower endpoint carries a small open arrowhead pointing right.	arrow,return,right,curve,bend,path,direction
13	Arrow Right Return with Level Parallel Runs	Two long horizontal runs join around a broad curved left end, forming a sideways U. The lower run extends to a right pointing open head beneath the upper run's endpoint.	arrow,return,right,parallel,turn,curve,direction
14	Arrow Rising Step with Broken Start	A short detached dash leads into a line that rounds upward through a vertical step. The line curves right again at the top and ends in an open right pointing arrowhead.	arrow,step,rise,right,broken,path,direction
15	Round Fruit with Large Pointed Leaf	A round fruit hangs below a short angled stem and one large leaf extending toward the upper right. The leaf has a pointed tip and a single diagonal vein inside.	fruit,leaf,stem,round,plant,produce,berry
16	Three Lobed Crown with Round Finial	A royal crown has three tall rounded lobes rising from a broad tapered band. The central lobe stands highest beneath a small detached round finial, with matching outer lobes on either side.	crown,royal,finial,headwear,monarch,band,regalia
17	Radiating Dandelion Seed Head	A slender curved stem rises to a central junction of long radiating seed stalks. Uneven straight spokes spread in every direction, with one small hooked end visible on the right.	dandelion,seeds,stem,flower,plant,spokes,botanical
18	Closed Envelope with Diagonal Back Seam	A closed rectangular envelope has softly rounded lower corners and a large triangular flap descending from its upper corners. Another diagonal seam runs from beneath the flap toward the lower right corner.	envelope,mail,letter,flap,post,message,stationery
19	Gabled House with Plain Doorway	A small house faces forward beneath a steep triangular roof with projecting eaves. A tall plain rectangular doorway stands centrally in the otherwise blank facade and meets the bottom edge.	house,home,roof,door,building,architecture,facade
20	Pouch with Two Rounded Tie Ends	A broad pouch widens toward a rounded rectangular base and narrows at its upper shoulders. Two tall rounded tie ends rise from the top, separated by a short recessed central notch.	pouch,bag,tied,package,container,storage,sack
21	Birdhouse with Round Entrance and Perch	A small birdhouse has a pointed gabled roof over a box with rounded lower corners. A circular entrance sits below the roof, and a short straight perch extends beneath the base.	birdhouse,bird,house,entrance,roof,perch,nesting
22	Ink Bottle with Ribbed Cap and Label	A squat ink bottle has curved shoulders beneath a wide ribbed screw cap. Two horizontal lines bound a broad label band, with a short central stroke marking its otherwise blank face.	ink,bottle,cap,label,writing,stationery,container
23	Smiling Devil Bust with Curved Horns	A round faced devil has two pointed horns curving upward from the sides of its head. A small curved smile sits low on the face above a broad arched shoulder outline.	devil,horns,smile,bust,face,creature,portrait
24	Square Culvert with Arched Opening	A square masonry outline surrounds a wide central opening that rises into a semicircular arch. Two straight side piers descend to a shared baseline, leaving the middle passage open below.	culvert,arch,opening,structure,passage,tunnel,masonry
