0	Clustered Marionberry with Pointed Leaf	A berry cluster tapers downward through rounded lobes surrounding a small angular center. One pointed leaf rises diagonally from the upper right, with a straight vein running toward its tip.	marionberry,berry,fruit,leaf,cluster,plant,food
1	Marmalade Jar with Wavy Contents	A broad jam jar has curved shoulders beneath a thick rounded lid. Horizontal bands frame its central body, where a wavy line marks the upper surface of the contents.	marmalade,jam,jar,lid,preserve,food,container
2	Square Marshmallow on Diagonal Skewer	A soft square marshmallow with rounded corners tilts diagonally around a thin skewer. The stick extends far toward the lower left and projects a short distance beyond the upper right edge.	marshmallow,skewer,stick,sweet,food,roasting,treat
3	Cylindrical Marshmallow on Slanted Stick	A cylindrical marshmallow leans toward the upper right with an elliptical top and curved lower edge. A thin roasting stick enters its base and extends diagonally down toward the left.	marshmallow,cylinder,stick,sweet,food,roasting,skewer
4	Seated Marten with Long Sweeping Tail	A marten sits facing right with a small rounded ear, pointed muzzle, and upright chest. Its long tail sweeps along the ground toward the right beneath the rounded haunch.	marten,animal,tail,wildlife,mammal,sitting,profile
5	Masked Bust with Crossed Eye Band	A front facing bust has a round head and a broad mask whose curved edges cross at the nose. A small frown sits beneath the mask above a short neck and rounded shoulders.	mask,person,thief,bust,disguise,face,portrait
6	Rounded Trunk Mark with Three Dots	A rounded blocklike outline has a curled lower extension resembling a short trunk. Three evenly spaced circular dots cross the upper interior, above a wide blank area within the outer contour.	mark,trunk,dots,logo,rounded,symbol,outline
7	Eight Tooth Gear with Circular Hub	A gear has eight broad teeth spaced around a round body. Two centered circles define a raised hub and small axle opening, with the teeth arranged evenly around the outer edge.	gear,cog,teeth,hub,axle,machine,mechanical
8	Open End Wrench with Rounded Handle	A wrench angles toward the upper right with a broad open jaw and a long narrow handle. The jaw has curved outer shoulders, while the lower handle ends in a rounded cap.	wrench,spanner,tool,jaw,handle,repair,mechanical
9	Reclining Chair with Splayed Legs	A reclining chair has a long flat seat and an inclined backrest rising to the upper left. Two slender legs splay outward beneath its bent cushion outline at the front and rear.	lounger,chair,recliner,seat,furniture,backrest,outdoor
10	Pair of Plain Round Maracas	Two maracas sit side by side at opposing slight angles, each with a broad round head and narrow handle. The right maraca sits higher, and both handles end in rounded tips.	maracas,shakers,percussion,music,instrument,handles,pair
11	Pentagonal House Shaped Sign on Stem	A plain pentagonal sign resembles a house with a pointed roof and straight lower sides. A short vertical stem descends from the center of its flat base, leaving the interior blank.	sign,house,pentagon,stem,outline,marker,shape
12	Person in Deep Forward Lunge	A round headed person lunges toward the right with the front knee bent and the rear leg extended backward close to the ground. One bent arm reaches forward above the front thigh.	person,lunge,exercise,knee,leg,fitness,pose
13	Sombrero Wearing Bust with V Neck	A featureless oval face sits beneath a wide sombrero with a domed crown and thick rounded brim. A broad torso with a deep V neckline curves outward below the head.	sombrero,hat,person,bust,headwear,portrait,clothing
14	Person with Pointed Bandana Face Cover	A person faces forward with parted hair above a blank upper face. A large bandana covers the lower face and tapers to a point over the broad shoulder outline below.	bandana,mask,person,face,covering,portrait,bust
15	Person Beneath Three Rating Stars	A round headed bust sits below three separate five pointed stars. The middle star is larger and slightly higher than the flanking stars, which form a shallow arc over the person.	person,stars,rating,bust,review,profile,award
16	Ringed Planet Beside Small Star	A round planet is encircled by a tilted elliptical ring crossing its lower half. A small four pointed star floats above and to the right, separate from the planet and ring.	planet,ring,star,space,astronomy,orbit,sky
17	Exploration Rover with Tall Antenna	A rover has a boxy body above two large wheels with circular hubs. A small raised cabin sits at the left, while a tall antenna with a round tip rises near the center.	rover,vehicle,wheels,antenna,exploration,space,transport
18	Plus and Minus Divided by Diagonal Slash	A plus sign sits in the upper left and a horizontal minus sign occupies the lower right. A long diagonal slash separates them, rising from the lower left to the upper right.	plus,minus,math,slash,operators,symbol,arithmetic
19	Plus Sign Above Separate Minus Bar	A plain plus sign sits centrally above a separate horizontal minus bar. The plus has balanced crossing arms, while the lower bar extends slightly wider and remains clearly separated below.	plus,minus,math,operators,arithmetic,symbol,sign
20	Mammoth with Long Trunk and Curved Tusk	A mammoth faces left with a domed back, small eye, and curved ear mark. A long trunk descends beside a forward curving tusk, while broad legs support the heavy body.	mammoth,tusk,trunk,prehistoric,animal,elephant,wildlife
21	Gas Mask with Two Round Eye Lenses	A gas mask has a broad rounded facepiece with two circular eye lenses. A large lower respirator overlaps the facepiece, enclosing a smaller rounded opening divided by a horizontal line.	gasmask,respirator,mask,lenses,filter,protection,safety
22	Scalloped Lychee with Short Stem	A round lychee has a continuous scalloped outline formed by many small lobes. A short curved stem rises from the top, while the center of the fruit remains blank.	lychee,fruit,stem,scalloped,tropical,food,produce
23	Round Manhole Cover with Square Grid	A circular manhole cover has a broad outer rim around a smaller round interior. Straight horizontal and vertical lines cross within that interior to form an evenly spaced grid.	manhole,cover,grid,sewer,drain,round,street
24	Frowning Tree with Angular Nose	A tree has a broad lobed canopy above a straight trunk bearing a face. Two short upright eyes, a projecting angular nose, and a small downward curved mouth give it a sad expression.	tree,face,sad,canopy,trunk,character,plant
25	Magnifying Glass with Long Diagonal Handle	A large circular lens joins a straight handle at its lower right edge. The handle extends diagonally downward and right, while the lens remains empty within its uninterrupted round outline.	magnifier,search,lens,handle,glass,inspection,tool
26	Compact Magnifying Glass with Extended Handle	A round lens sits toward the upper left with a long straight handle projecting from its lower right edge. The handle continues diagonally into the lower right corner beneath the blank lens.	magnifier,search,lens,handle,glass,tool,inspection
27	Segmented Larva Curving Upward	A plump larva curves upward toward the right through several rounded body segments. Crosswise divisions separate the sections, with a rounded tail on the left and a larger rounded upper tip.	larva,maggot,insect,segments,body,curve,animal
28	Beetle with Straight Antennae and Angular Legs	A beetle faces upward with a rounded head, two straight antennae, and a broad oval body divided vertically. Three jointed legs project from each side in a balanced arrangement.	beetle,insect,antennae,legs,body,animal,bug
29	Beetle with Curved Antennae and Legs	A beetle has a round head above a broad oval body split by a central seam. Curved antennae rise outward, and three pairs of bent legs spread from the body's sides.	beetle,insect,antennae,legs,seam,animal,bug
