0	Camper behind Flagged Tent	A triangular tent with a small entrance and pennant stands in front of a person. The person's circular head and rounded upper body remain visible at the right.	camper,tent,flag,camping,person,outdoors,entrance
1	Runner with Bent Arms	A person runs toward the right with the torso leaning forward and both arms bent. One leg extends behind, while the other bends downward beneath a round detached head.	runner,running,person,motion,sport,legs,figure
2	Plain Pickup Truck Profile	A pickup truck faces right with a long low cargo bed and a raised cab. Two circular wheels interrupt the flat lower edge beneath its unmarked body.	pickup,truck,vehicle,bed,cab,wheels,transport
3	Pickup beneath Three Pines	A pickup truck faces left beneath a row of three pointed pine trees. The low cargo bed extends behind the cab, supported by two round wheels below.	truck,pickup,pines,trees,forest,vehicle,outdoors
4	Open Jaw Measuring Caliper	A caliper has two opposing jaws extending left from a long upright beam. Its upper jaw is squared, while the lower jaw curves outward beneath a short horizontal measuring edge.	caliper,jaws,measurement,tool,precision,beam,workshop
5	Video Camera with Top Microphone	A rectangular video camera has two circular side details and a flared lens at the right. A top handle and raised capsule-shaped microphone project above its body.	camera,video,microphone,lens,handle,filming,device
6	Railway Caboose with Raised Roof	A caboose has a broad projecting roof with a small raised section on top. Two square windows sit near its sides above a straight chassis and two rounded wheels.	caboose,railway,train,carriage,roof,windows,wheels
7	Rear Window Wiper Symbol	A curved window segment has a broad arched top and a shallower concave lower edge. A diagonal wiper arm crosses it from a circular pivot below.	wiper,window,rear,car,automotive,pivot,glass
8	Rounded Right Pointing Triangle	A single outlined triangle points to the right with a vertical left edge. Its three corners are softly rounded, and the broad enclosed interior is completely empty.	triangle,right,play,geometric,outline,symbol,direction
9	Diamond Scissor Jack	A scissor jack has a diamond-shaped lifting frame between a broad base and small top saddle. A horizontal screw crosses its middle, ending in a circular handle at the right.	jack,scissor,car,lift,tool,screw,mechanical
10	Paired Candles beside Loaf	Two lit candles stand on a shared curved holder with a narrow stem and flat foot. A small rounded loaf with two scoring marks rests beside the holder.	candles,bread,loaf,shabbat,flames,holder,table
11	Single Hand Round Clock	A plain circular clock face contains one straight upright hand extending above its center. The outer ring is unbroken, with no numerals, tick marks or second hand visible.	clock,hand,circle,time,face,round,dial
12	Standing Hen with Raised Tail	A hen faces right with a pointed beak, small rounded crest and hanging wattle. Its curved body rises into a tail at the left above one visible thin foot.	hen,chicken,bird,poultry,farm,tail,animal
13	Tent beneath Straight Wind Lines	A triangular tent rests on a straight ground line with a smaller triangular entrance. Two detached horizontal wind lines sit above its peak, spanning slightly more than its upper width.	tent,wind,camping,outdoors,entrance,weather,scene
14	Striped Hooked Candy Cane	A candy cane has a long upright shaft and a broad rounded hook bending left. Diagonal stripe divisions run along the shaft and continue around the curved crown.	candy-cane,candy,stripes,hook,christmas,sweet,holiday
15	Cat Bust with Two Fur Patches	A front facing cat has pointed ears, tiny eyes and a small angular nose and mouth. Curved fur patches cover one side of its face and the opposite shoulder.	cat,calico,fur,patches,face,pet,feline
16	Figure in Flowing Cape	A round headed figure wears a broad cape that descends diagonally toward the lower left. Another triangular section billows to the right with a curved fluttering lower edge.	cape,figure,superhero,person,flowing,clothing,cloak
17	Narrow Tower with Arched Window	A tall narrow tower has a pointed triangular roof above a plain rectangular shaft. A small arched window sits near the top, with short horizontal roof and base projections.	tower,bell-tower,building,roof,window,architecture,narrow
18	Three Tier Outline Pyramid	A broad upright triangle is divided into three horizontal tiers by two straight lines. The lowest section is widest, while the upper section narrows to a sharp point.	pyramid,tiers,triangle,diagram,levels,geometric,food
19	Ribbed Cacao Pod	A long cacao pod has pointed ends and broad curved sides. Two internal ribs bow outward from top to bottom, while a short curved stem rises above the upper tip.	cacao,cocoa,pod,fruit,ribs,plant,bean
20	Uniformed Cadet Bust	A uniformed cadet faces forward in a flat topped cap with a curved visor. A plain face sits above a round collar, central shirt seam and short chest mark.	cadet,uniform,cap,person,military,portrait,bust
21	Symmetric Campus Building	A campus building has a raised central section topped by a triangular roof. An arched doorway and upper arched window align between two lower wings with square windows.	campus,university,building,architecture,door,windows,school
22	Open Drainage Channel	A short drainage channel has two thick raised sidewalls and a recessed center. Its rounded front cross-section forms a broad U, with a straight rear edge across the opening.	channel,drainage,canal,trough,water,structure,open
23	Y Junction with Diamond Ends	A Y-shaped connector branches upward into two diagonal arms ending in outlined diamonds. Its short vertical lower stem terminates in a larger circle, with all three shapes left empty.	connector,splitter,junction,network,diamonds,circle,diagram
24	Three Arch Bridge over Waves	A bridge spans three rounded arches beneath a long straight deck line. Two parallel rows of smooth waves pass under the arches, separating the structure from the water below.	bridge,arches,water,waves,river,structure,crossing
25	Rounded Cave Opening	A broad domed cave outline rises from a flat base. A smaller arch opens inside it, leaving a thick surrounding band that narrows toward the curved crown.	cave,entrance,arch,opening,rock,shelter,nature
26	Reclining Sun Lounger	A sun lounger appears in side view with a tall backward sloping backrest and long horizontal seat. Its foot end curves downward above two short angled supporting legs.	lounger,chair,reclining,seat,beach,furniture,legs
