0	Post Mounted Railway Bell	A hanging bell has a domed crown, flared mouth and rounded clapper. A short hanger connects it to a horizontal arm on a tall post with a circular finial.	bell,railway,station,post,clapper,hanging,signal
1	Diagonal Oval Coffee Bean	A single oval coffee bean tilts from lower left to upper right. A gently bending seam runs from end to end across its otherwise plain surface.	coffee,bean,roast,seed,oval,caffeine,food
2	Round Lens Eyeglasses	A pair of eyeglasses faces forward with two equally sized circular lenses. A short arched bridge joins their inner edges, with no visible temples or nose pads.	glasses,eyeglasses,spectacles,lenses,round,vision,optical
3	Flat Handlebar Bicycle	A bicycle appears in side view with two circular wheels and a triangular frame. A short saddle and an upright handlebar rise above the upper frame tube.	bicycle,bike,cycling,wheels,frame,transport,pedal
4	Pitched Roof Birdhouse	A birdhouse faces forward beneath a steep triangular roof whose eaves extend beyond the walls. A circular entrance and a short horizontal perch sit on the plain front.	birdhouse,bird,house,nesting,roof,perch,garden
5	Pointed Leaf with Branching Veins	A broad leaf has a pointed tip, rounded lower sides and a central stalk extending below its base. Paired diagonal veins branch from the straight midrib.	leaf,foliage,plant,veins,botanical,nature,stem
6	Six Petal Flower on Stem	A flower with six rounded petals surrounds a circular center above a straight stalk. Two broad pointed leaves spread symmetrically from the stalk below the bloom.	flower,petals,bloom,stem,leaves,plant,garden
7	Angled Handlebar Road Bicycle	A side view bicycle has two round wheels joined by a triangular frame. A narrow saddle and a slanted handlebar stem with a short horizontal grip rise above it.	bicycle,road,bike,cycling,transport,wheels,handlebar
8	Circular Frame Spectacles	Two large circular spectacle frames sit side by side at equal height. A shallow curved bridge joins the rims, while the rest of each lens remains empty.	spectacles,glasses,round,lens,eyewear,vision,frames
9	Seated Beaver with Flat Tail	A beaver sits facing right with a rounded back, small ear and projecting muzzle. Its bent forepaw rests forward, and a broad flat tail extends behind its seated body.	beaver,rodent,animal,tail,seated,wildlife,mammal
10	Tied Refuse Bag with Odor	A bulging refuse bag has a broad rounded base and a narrow tied neck with an open flared top. Four separate wavy odor lines rise around it.	garbage,bag,refuse,trash,odor,waste,tied
11	Smiling Television Mascot	A rounded television rests on two short feet beneath angled aerials. Its inset screen carries two short horizontal eyes and a curved smile as an integrated cartoon face.	television,tv,mascot,smile,screen,antenna,cartoon
12	Side View Pedestal Toilet	A toilet in side view has a tall rectangular cistern behind a long horizontal seat. Its curved bowl narrows into a pedestal with a wide flat foot.	toilet,bathroom,cistern,bowl,plumbing,pedestal,restroom
13	Standing Bear Outline	A bear stands facing right with a long sloping back and a short projecting muzzle. Its plain body descends into broad legs, with the rear leg partly visible behind.	bear,polar,animal,wildlife,standing,mammal,profile
14	Sun and Birds over Waves	A circular sun with short rays sits above two rows of scalloped ocean waves. Three small angular birds are scattered across the open sky to the right.	sun,ocean,waves,birds,sea,landscape,weather
15	Stacked Outlined Bars	Three empty horizontal rectangular bars form a vertical stack with generous gaps. Their left edges align, while the top bar is shorter than the two matching bars below.	bars,stack,rectangles,rows,outline,geometric,layout
16	Plain Tofu Block	A plain block of tofu appears in perspective with a broad sloping top and two visible sides. Slightly rounded lower corners soften the otherwise cuboid silhouette.	tofu,block,cube,food,soy,ingredient,protein
17	Four Frond Island Palm	A palm tree rises from a low semicircular island on a curved slender trunk. Four broad pointed fronds spread outward from a single junction at its crown.	palm,island,tropical,tree,fronds,beach,nature
18	Two Piece Bikini Set	A bikini top and matching bottom are arranged vertically. The top has two rounded triangular cups and narrow shoulder straps, while the bottom curves inward toward a narrow crotch.	bikini,swimsuit,swimwear,beach,clothing,two-piece,summer
19	Bezier Curve with Control Handles	A curved path rises from a rounded square and bends toward a circular endpoint. A square node at its crest connects to a horizontal handle ending in another circle.	bezier,curve,path,vector,node,handles,editing
20	Winding Stream between Trees	A winding stream curves between two trees with rounded lobed crowns and straight trunks. The broad foreground bank and tapering waterway create an asymmetric landscape viewed from above.	river,stream,trees,landscape,water,bank,nature
21	Drawn Bow and Arrow	A bowed archery bow stretches diagonally across a taut angular string. A long arrow crosses the bow toward the upper right, with a triangular head and pointed fletching.	bow,arrow,archery,string,weapon,sport,target
22	Circuit Brain Outline	A lobed brain outline opens at the bottom into descending circuit traces. Three circular terminals sit inside the crown, each attached to a different bending vertical line.	brain,circuit,ai,technology,intelligence,neural,electronics
23	Tied Infant Bonnet	A domed baby bonnet appears in side view with a broad curved opening band. A bow ties beneath the lower edge, and two loose ribbons descend from its knot.	bonnet,baby,hat,infant,bow,ribbon,clothing
24	Staggered Cars from Above	A large car viewed from above sits toward the upper right, with a small window and side mirrors. Part of another car appears diagonally behind it at lower left.	cars,traffic,vehicle,driving,blind-spot,road,overhead
25	Round Bomb with Spark	A round bomb has a short angled neck and a curved fuse extending upward to the right. Short radiating strokes surround the fuse tip as a bright spark.	bomb,fuse,spark,explosive,round,lit,ordnance
26	Laced Hand Drum	A tall hand drum has an oval playing surface above a tapered body. Wide bands encircle its top and base, while diagonal lacing forms large triangles around the shell.	drum,bongo,percussion,music,instrument,lacing,rhythm
27	Pointed Ear Collie Face	A front facing dog head has tall pointed ears and a long broad muzzle. Curving facial markings meet between the eyes above a central nose line and smiling mouth.	dog,collie,face,ears,canine,pet,muzzle
28	Large Ear Terrier Head	A terrier head faces forward with oversized upright rounded ears and a broad forehead. Its narrowing cheeks end in a short divided muzzle with a small curved chin.	dog,terrier,head,ears,canine,pet,muzzle
29	Bowling Pin beside Ball	A tall bowling pin stands in front of a round ball at its lower right. Two horizontal neck bands mark the pin, and three finger holes mark the ball.	bowling,pin,ball,sport,game,lanes,equipment
30	Boy with Side Swept Hair	A boy faces forward in a shoulder length bust with rounded ears and a plain face. Side swept hair crosses his forehead above a narrow neck and curved shirt collar.	boy,person,avatar,hair,portrait,child,profile
31	Circular Fluid Level Symbol	A circular outline contains a continuous wavy line crossing its middle from edge to edge. The upper and lower areas remain empty, giving the appearance of a liquid level.	fluid,liquid,level,circle,wave,indicator,symbol
32	Sun with Four Rays	A circular sun is centered between four detached straight rays pointing up, down, left and right. The equal rays and empty center form a balanced geometric symbol.	sun,brightness,light,rays,circle,symbol,day
33	Flame above Crossed Logs	A tall flickering flame encloses a smaller flame at its base. Beneath it, two long logs cross diagonally to form an open support for the campfire.	fire,campfire,flame,logs,camping,burning,outdoors
34	Brake Disc with Caliper	A circular brake disc surrounds an inner hub and small center opening. A thick curved caliper covers the upper left edge, while small bolt marks surround the hub.	brake,disc,caliper,rotor,car,automotive,wheel
35	Linked Square Network	Six rounded square nodes form an irregular chain across three levels. Short horizontal and vertical connections link adjacent squares, with a longer line crossing the middle of the network.	network,blocks,nodes,connections,blockchain,squares,diagram
36	Plunger Detonator with Cable	A box shaped detonator carries a vertical plunger with a broad rounded handle. A cable exits its right side, rising in a loop before trailing down and outward.	detonator,plunger,explosive,box,cable,handle,device
37	Four Petal Stemmed Flower	A flower with four broad rounded petals surrounds a circular center on a straight stem. Two pointed leaves spread to either side below the bloom, meeting at the stalk.	flower,petals,bloom,stem,leaves,plant,botanical
38	Blimp with Tail Fins	A blimp has a long inflated oval body that tapers toward the right. Two tail fins project above and below its rear, and a small cabin hangs beneath.	blimp,airship,flight,balloon,cabin,fins,aviation
39	Rounded Formal Bow Tie	A bow tie has two broad outward flaring wings joined by a compact rectangular knot. Rounded outer corners soften the matching sides, whose inner edges narrow toward the center.	bowtie,tie,formal,clothing,knot,accessory,tuxedo
40	Notched Lapel Suit Jacket	A suit jacket faces forward with long sleeves and wide notched lapels descending toward its center. Two short pocket openings sit above the curved lower fronts of the jacket.	jacket,suit,blazer,lapels,formal,clothing,sleeves
41	Raspberry with Three Leaves	A raspberry consists of rounded overlapping fruit lobes tapering toward its lower tip. Three pointed leaves fan upward from the top, with the middle leaf standing tallest.	raspberry,berry,fruit,leaves,food,plant,produce
42	Boat Bow on Waves	A boat faces forward with a wide curved hull and a raised central bow. A small trapezoidal cabin rises behind it while a rolling wave crosses beneath the hull.	boat,bow,water,waves,vessel,nautical,transport
43	Rounded Standing Person	A front facing person has a detached circular head above a broad rounded torso. Short arms hang at the sides, and a central vertical division separates two straight legs.	person,human,standing,body,figure,people,silhouette
44	Hand with Round Wrist Ornament	An upright hand shows a short thumb and four rounded fingers of varying heights. A narrow bracelet crosses the wrist, centered on a prominent circular ornament.	hand,bracelet,wrist,fingers,jewelry,ornament,accessory
45	Suspended Pear Shaped Speed Bag	A pear shaped punching bag hangs from a short neck beneath a shallow overhead mount. Two curved seams divide its broad rounded body into tapering vertical panels.	punching,bag,speedbag,boxing,training,sport,hanging
46	Exposed Brain above Open Head	A lobed brain protrudes above the horizontal opening of a head viewed from behind. Curving internal folds mark the brain, while the lower head narrows into a neck.	brain,head,anatomy,mind,open,skull,human
47	Bladder with Connecting Tubes	A rounded urinary bladder narrows into a long outlet at its base. Two curved tubes enter from the upper sides, extending upward beyond the pear shaped central organ.	bladder,urinary,organ,anatomy,ureter,body,medical
48	Open Circular Arc	A long smooth arc curves over the top and around the right side of an implied circle. Its separated ends leave a broad opening across the lower left portion.	arc,circle,open,curve,geometric,outline,ring
49	Bowler Hat Portrait	A plain faced person wears a rounded bowler hat with a straight projecting brim. A broad shoulder length torso sits below the oval head, with a shallow curved neckline.	person,hat,bowler,portrait,avatar,man,clothing
50	Right Facing Human Profile	A human bust faces right with a rounded skull, small projecting nose and short flat chin. A long straight neck descends beside a single curved shoulder at the left.	person,profile,head,bust,human,portrait,face
51	Front View Bed with Headboard	A bed faces forward beneath a broad rounded rectangular headboard and smaller raised pillow. Its mattress projects toward the viewer above a deep front panel and two short legs.	bed,bedroom,headboard,mattress,pillow,furniture,sleep
52	Rounded Three by Three Grid	A rounded square is divided into nine cells by two vertical and two horizontal lines. The evenly spaced dividers continue to the outside edge without gaps.	grid,cells,squares,table,layout,nine,geometric
53	Open Book with Raised Page	An open book has curved pages spreading from a central vertical spine. A raised page on the right overlaps another page behind it, creating a stepped outer edge.	book,pages,open,reading,literature,spine,paper
54	Cardboard Box with Spread Flaps	An open cardboard box appears in perspective with four flaps spreading outward around its opening. Two tall side panels meet at a central vertical corner beneath the front flaps.	box,cardboard,open,flaps,package,packing,container
55	Outboard Motor with Broad Propeller	An outboard motor has a rounded rectangular engine cover and a short handle projecting left. A long lower shaft curves at its foot beside a broad two ended propeller.	motor,outboard,boat,engine,propeller,marine,equipment
56	Tapered Outboard Motor	A boat motor appears in profile with a large rounded engine cover and a small grip extending left. Its tapered lower housing ends beside a short shaft and curved propeller.	motor,outboard,engine,boat,propeller,marine,transport
57	Oval Tablet Blister Outline	A small horizontal capsule shaped form sits inside a larger matching oval surround. Both outlines have straight middle sections and rounded ends, with a broad even gap between them.	tablet,blister,pill,oval,capsule,medicine,packaging
58	Person Holding Horn to Face	A person kneels with one leg raised while holding a flared horn toward the upper left. The rounded head sits behind a bent arm that supports the narrow mouthpiece.	person,horn,megaphone,kneeling,announcement,figure,calling
59	Bowler Approaching a Pin	A person leans forward with one leg extended and both arms spread. A small ball appears beside the trailing hand, and a lone bowling pin stands to the right.	bowler,bowling,ball,pin,sport,person,game
60	Long Shaft Pointed Dart	A slender dart extends horizontally toward the right, ending in a broad curved triangular point. Its long plain shaft has a small downward bend at the opposite end.	dart,projectile,point,shaft,blowgun,weapon,arrow
61	Diagonal Two Tone Eraser	A long rectangular eraser tilts from lower left to upper right with gently rounded corners. A straight transverse seam divides the block into two distinct sections.	eraser,rubber,stationery,school,writing,block,office
